NOME,APELIDO,ID,FOTO,NOMES_CIENTIFICOS,N_SEMENTES_G,N_DIAS_GERMINACAO,NECESSIDADE_HA,CICLO_DIAS_INV,CICLO_DIAS_VER,ESPACAMENTO_LINHA_PLANTAS,EPOCA_PLANTIO_R1,EPOCA_PLANTIO_R2,EPOCA_PLANTIO_R3,DESCRICAO,TAMANHO
Cebola Híbrida,GRANEX,82,"","[""Onion Hybrid Yellow Granex"", ""Cebolla Hibrida Yellow Granex"", ""Allium cepa""]",300,6 - 12,2.50KG,"",,25 x 10,R1 Abr - Jul,R2 Abr - Jul,R3 Mar - Jun,Bulbos globulares com casca de cor amarelo-clara.Resistente à raiz rosada.,
Cebola Híbrida,DIAMANTINA,87,"","[""Onion Hybrid Diamantina"", ""Cebolla Hibrida Diamantina"", ""Allium cepa ""]",300,6 - 12,2.50KG,"",,25 x 10,R1 Jan- Mai,R2 Mar - Abr,R3 Jan - Mai,"Cebolas grandes de dias curtos, precoce, coloração amarelo-escura, tipo texas grano e forma de globo.  Uniformidade e produção.",
Cebola Híbrida, IBIAPABA,989,"","[""Onion Hybrid Ibiapaba"", ""Cebolla Hibrida Ibiapaba"", ""Allium cepa""]",300,6 - 12,2.50KG,"",,25 x 10,R1 Jan- Mai,R2 Mar - Abr,R3 -,"Cebola do tipo roxa, ciclo curto, bulbos globulares.",
Cebola,BAIA PERIFORME,71,"","[""Onion Baia Periforme"", ""Cebolla Baia Periforme"", ""Allium cepa""]",260,6 - 12,2.50KG,"",,25 x 10,R1 Abr - Jun,R2 Abr - Jul,R3 Mar - Jul,Bulbo globular alongado de cor amarela.,
Cebola,CRIOULA,72,"","[""Onion Crioula"", ""Cebolla Criolla"", ""Allium cepa""]",260,6 - 12,2.50KG,"",,25 x 10,R1 Abr - Jun,R2 Abr - Jul,R3 Mar - Jul,Bulbo globular de cor amarela. Ótima conservação.,
Cebola,ROXA (RED CREOLE),73,"","[""Onion Red Creole"", ""Cebolla Red Creole"", ""Allium cepa""]",260,6 - 12,2.50KG,"",,25 x 10,R1 Abr - Mai,R2 Mar - Jun,R3 Mar - Jun,Bulbo achatado de cor roxa.,
Cebola,PRIMAVERA (CERTIFICADA),74,"","[""Onion Primavera"", ""Cebolla Primavera"", ""Allium cepa""]",260,6 - 12,2.50KG,"",,25 x 10,R1 Abr - Jun,R2 Abr - Jul,R3 Mar - Jul,Bulbo globular de cor amarela.,
Cebola,VALE OURO IPA 11,75,"","[""Onion Vale Ouro IPA11"", ""Cebolla Vale Ouro IPA11"", ""Allium cepa L.""]",260,6 - 12,2.50KG,"",,25 x 10,R1 Abr - Jun,R2 Abr - Jul,R3 Mar - Jul,Bulbo globular de cor amarela. Boa resistência ao trans-porte e excelente aceitação comercial. Elevada resistênciaa doenças e tolerância ao trips.,
Cebola,TEXAS GRANO 502,78,"","[""Onion Texas Early Grano 502"", ""Cebolla Texas Early Grano 502"", ""Allium cepa""]",260,6 - 12,2.50KG,"",,25 x 10,R1 Abr - Jun,R2 Abr - Jul,R3 Mar - Jul,Bulbo globular de cor amarelo-clara. Recomendada parao Nordeste.,
Cebola,WHITE CREOLE,79,"","[""Onion White Creole"", ""Cebolla White Creole"", ""Allium cepa""]",260,6 - 12,2.50KG,"",,30 x 10,R1 Abr - Jul,R2 Abr - Jul,R3 Mar - Jul,Bulbo globular de cor branca. Específica para conserva.,
Cebola,BOLA PRECOCE (CERTIFICADA),81,"","[""Onion Bola Precoce"", ""Cebolla Bola Precoce"", ""Allium cepa""]",260,6 - 12,2.50KG,"",,30 x 10,R1 Abr - Jul,R2 Abr - Jul,R3 Mar - Jul,Bulbo globular de cor amarela. Desenvolvido pela EMPASC.,
Cebola,CONQUISTA,83,"","[""Onion Conquista"", ""Cebolla Conquista"", ""Allium cepa""]",260,6 - 12,2.50KG,"",,30 x 10,R1 Abr - Jul,R2 Abr - Jul,R3 Mar - Jul,Bulbo globular alongado de cor amarela. Resistente à Peranospora destructo.,
Cebola,BAIA SUPER PRECOCE,84,"","[""Onion Early Baia Periforme"", ""Cebolla Baia Periforme Temprana"", ""Allium cepa""]",260,6 - 12,2.50KG,"",,30 x 10,R1 Abr - Jul,R2 Abr - Jul,R3 Mar - Jul,Bulbo globular alongado de cor amarela.,
Cebolinha,VERDE,85,"","[""Onion Evergreen Bunching"", ""Cebollino Verde/Cebolla de Verdeo"", ""Allium fistulosum""]",442,6 - 12,3.00KG,"",,40 x 5,R1 Todo ano,R2 Todo ano,R3 Todo ano,Toda planta é utilizada para tempero. Fácil rebrote.,
Cenoura,SUPREMA,91,"","[""Zanahoria Suprema"", ""Carrot Suprema Calibrated"", ""Daucus Carota""]",1100,7 - 14,5.00KG,"",,20 x 5,R1 Todo ano,R2 Set - Mar,R3 Out - Mar,Raízes com pele lisa e coloração interna intensa com homo-geneidade. Raízes não quebram na lavagem e seleção.,
Cenoura Híbrida,TELLUS,988,"","[""Carrot Hybrid Tellus"", ""Zanahoria Hibrida Tellus"", ""Daucus carota""]",700,7 - 14,5.00KG,"",,20 x 5,R1 Abr - Set,R2 Abr - Set,R3 -,"Raízes com formato cilíndrico de coração pequeno, comcoloração alaranjada intensa e de pele lisa. Com indicaçãode plantio no outono, inverno e primavera.",
Cenoura,BRS PLANALTO,88,"","[""Carrot BRS Planalto"", ""Zanahoria BRS Planalto"", ""Daucus carota""]",555,7 - 14,5.00KG,"",,20 x 5,R1 Todo ano,R2 Set - Mar,R3 Out - Mar,"Rústica e com excelente qualidade de raízes. Coloraçãoalaranjada intensa, o que indica uma alta concentração debetacaroteno, antioxidante que é convertido pelo organismoem vitamina A. Uniformes e lisas",
Cenoura,BRS ESPLANADA,89,"","[""Carrot Esplanada"", ""Zanahoria Esplanada"", ""Daucus carota""]",722,7 - 14,5.00KG,"",,20 x 5,R1 Todo ano,R2 Set - Mar,R3 Out - Mar,"Raiz cilíndrica. Alto teor de caroteno. Recomendado paraprocessamento (cenouretes). Alta resistência à queima dasfolhas. Quanto menor o espaçamento, mais finas serão asraízes.",
Cenoura,BRASÍLIA CALIBRADA MÉDIA,90,"","[""Carrot Brasília Calibrated"", ""Zanahoria Brasília Calibrada Mediana"", ""Daucus carota""]",613,7 - 14,5.00KG,"",,20 x 5,R1 Todo ano,R2 Set - Mar,R3 Out - Mar,"Raízes cilíndricas, com resistência às doenças foliares.Especiais para plantios de precisão.",
Cenoura,ALVORADA CALIBRADA MÉDIA,86,"","[""Carrot Alvorada (Summer)"", ""Zanahoria Alvorada (Verano)"", ""Daucus carota""]",613,7 - 14,5.00KG,"",,20 x 5,R1 Todo ano,R2 Set - Mar,R3 Out - Mar,Raiz cilíndrica. Alto teor de caroteno.,
Cenoura,DANVERS MEIO COMPRIDA,92,"","[""Carrot Danvers"", ""Zanahoria Danvers"", ""Daucus carota""]",722,7 - 14,5.00KG,"",,20 x 5,R1 Todo ano,R2 Todo ano,R3 Todo ano,Raiz cônica.,
Cenoura,NANTES CALIBRADA MÉDIA,94,"","[""Carrot Nantes"", ""Zanahoria Nantes"", ""Daucus carota""]",613,7 - 14,5.00KG,"",,20 x 5,R1 Todo ano,R2 Todo ano,R3 Todo ano,Raiz cilíndrica.,
Cenoura,TROPICAL,96,"","[""Carrot Tropical (Summer)"", ""Zanahoria Tropical (Verano)"", ""Daucus carota""]",722,7 - 14,5.00KG,"",,20 x 5,R1 Todo ano,R2 Out - Mar,R3 Nov - Mar,Raiz cilíndrica. Resistência às doenças foliares.,
Cenoura,KURONAN,97,"","[""Carrot Kuronan Summer"", ""Zanahoria Kuronan de Verano"", ""Daucus carota""]",722,7 - 14,5.00KG,"",,20 x 5,R1 Todo ano,R2 Set - Mar,R3 Out - Mar,Raiz cônica. Resistência às doenças foliares.,
Chicória,CRESPA,100,"","[""Endive Green Curled Ruffec"", ""Escarola Crespa"", ""Cichorium endivia""]",579,5 - 14,0.40KG,"",,30 x 30,R1 Abr - Jul,R2 Fev - Set,R3 Fev - Set,"Folha crespa de cor verde-escura nas bordas, tendendo à verde-clara no centro.",
Chicória,ESCAROLA LISA,101,"","[""Endive Broad Batavian Leaf Full Heart"", ""Escarola Lisa"", ""Cichorium endivia""]",579,5 - 14,0.40KG,"",,30 x 30,R1 Abr - Jul,R2 Fev - Nov,R3 Fev - Nov,"Folha lisa de cor verde-escura nas bordas, tendendo à verde-clara no centro.",
Coentro,VERDÃO SUPER,102,"","[""Coriander Verdão"", ""Cilantro Verdão"", ""Coriandrum sativum""]",86,7 - 21,16.000KG,"",,20 x 10,R1 Todo ano,R2 Set - Mar,R3 Set - Mar,Folha verde-escura. Maior produção de folhas.Mais precoce. Tolerante a doenças do solo.,
Coentro,PORTUGUÊS SUPER,103,"","[""Coriander Portuguese Super"", ""Cilantro Portugues Super"", ""Coriandrum sativum""]",86,7 - 21,16.000KG,"",,20 x 10,R1 Abr - Jul,R2 Todo ano,R3 Todo ano,Folha verde-escura. Maior produção de folhas.Mais precoce. Tolerante a doenças do solo.,
Coentro,VERDÃO,104,"","[""Coriander Verdão"", ""Cilantro Verdão"", ""Coriandrum sativum""]",86,7 - 21,16.000KG,"",,20 x 10,R1 Todo ano,R2 Set - Mar,R3 Set - Ma,Folha verde-escura. Opção: Ref. 123 - Coentro Verdão (embanda).,
Coentro,PORTUGUÊS,106,"","[""Coriander Portuguese"", ""Ciliantro Portugues"", ""Coriandrum sativum""]",86,7 - 21,16.000KG,"",,20 x 10,R1 Abr - Jul,R2 Todo ano,R3 Todo ano,Maior produção de folhas. Tolerante a doenças do solo.,
Couve,DE BRUXELAS,110,"","[""Brussels Sprouts"", ""Col de Bruselas"", ""Brassica oleracea var. gemmifera""]",262,5 - 10,0.400KG,"",,80 x 40,R1 -,R2 Fev - Set,R3 Jan - Ago,Cabeça de cor verde-clara. Forma repolhinhos compactosjunto ao caule.,
Couve,MANTEIGA DA GEORGIA,121,"","[""Collards Georgia Southern"", ""Repollo Sin Cabeza Manteca da Georgia"", ""Brassica oleracea var. acephala""]",238,5 - 10,0.250KG,"",,100 x 50,R1 Todo ano,R2 Todo ano,R3 Todo ano,Folha lisa de cor verde-escura. Disponível peletizada.,
Couve,TRONCHUDA PORTUGUESA,126,"","[""Collards Tronchuda"", ""Col Tronchuda"", ""Brassica oleracea var. acephala""]",275,5 - 10,0.300KG,"",,100 x 50,R1 Abr - Jun,R2 Mar - Set,R3 Fev - Nov,"Folhas verde-escuras com nervuras salientes. Folhasgrandes, tenras e macias. Tolera variações climáticas.",
Couve-Brócoli Híbrido,GREEN STORM,107,"","[""Brocoli Hybrid Green Storm"", ""Brocoli Hibrido Green Storm"", ""Brassica oleracea var. italica""]",200,5 - 10,0.350KG,"",,80 x 40,R1 Todo ano,R2 Ago - Fev,R3 Ago - Fev,Cabeça de cor verde-escura. Ótima para as regiões quentes.Forma uma única cabeça que facilita a colheita.,
Couve-brócoli Híbrida,STRONG,119,"","[""Couve-brócoli Hybrid Strong"", ""Couve-brócoli Hibrido Strong"", ""Brassica oleracea var. italica""]",258,5 - 10,0.250KG,"",,40 x 80,R1 Nov - Fev,R2 Nov - Fev,R3 Dez - Jan,"Capaz de produzir cabeças de alto peso, grandes e piramidais, de cor verde-azulada. Seu vigor de talo lhe confere uma boa tolerância ao transplante no calor. Planta de alto rendimento para indústria e ""in natura"". Híbrido criado com grandes expectativas, sobretudo para a indústria de congelados, devido ao seu alto rendimento e qualidade.",
Couve-Brócoli,PIRACICABA PRECOCE,108,"","[""Brocoli Early Piracicaba"", ""Brocoli Piracicaba Temprano"", ""Brassica oleracea var. italica""]",300,5 - 10,0.350KG,"",,80 x 40,R1 Mai - Ago,R2 Abr - Set,R3 Todo ano,Cabeça de cor verde-escura. Disponível peletizada.,
Couve-Brócoli,RAMOSO SANTANA,109,"","[""Brocoli Ramoso Santana"", ""Brocoli Ramoso Santana"", ""Brassica oleracea var. italica""]",250,5 - 10,0.375KG,"",,80 x 40,R1 Mar - Jun,R2 Fev - Jul,R3 Fev - Jul,Cabeça de cor verde-escura.,
Couve-Brócoli,ROMANESCO,124,"","[""Brocoli Romanesco"", ""Brocoli Romanesco"", ""Brassica oleracea var. italica""]",360,5 - 10,0.200KG,"",,100 x 50,R1 Mai - Jun,R2 Fev - Jul,R3 Fev - Jun,Cabeça de cor verde-clara. Muito saboroso.Inflorescência em forma de pinha.,
Couve Chinesa Híbrida,65 DIAS,113,"","[""Chinese Cabbage Hybrid"", ""Col China Híbrida"", ""Brassica pekinensis""]",300,5 - 7,0.350KG,"",,80 x 40,R1 Maio,R2 Abr - Ago,R3 Abr - Set,Folhas de cor verde-clara. Resistente a doenças viróticas.Precisando de frio para fechar a cabeça.,
Couve Chinesa,PE-TSAI,112,"","[""Chinese Cabbage Pe-Tsai"", ""Col China Pe-Tsai"", ""Brassica pekinensis""]",450,5 - 7,0.350KG,"",,50 x 40,R1 Abr - Jun,R2 Mar - Set,R3 Mar - Out,"Cabeça cor verde-clara. Precisa de frio para fechar.A couve-chinesa, em algumas regiões, é conhecidapor acelga.",
Couve-Flor,BOLA DE NEVE (INVERNO),115,"","[""Cauliflower Snowball Early"", ""Coliflor Bola de Nieve"", ""Brassica oleracea var. botrytis""]",300,5 - 10,0.20KG,"",,100 x 50,R1 -,R2 Fev - Mai,R3 Fev - Ago,Cabeça branco-alva.,
Couve-Flor,PIRACICABA PRECOCE (VERÃO),116,"","[""Cauliflower Early Piracicaba"", ""Coliflor Piracicaba de Verano"", ""Brassica oleracea var. botrytis""]",330,5 - 10,0.20KG,"",,100 x 50,R1 Out - Fev,R2 Out - Jan,R3 Out - Jan,"Cabeça branco-creme. Quando se planta variedades de inverno no verão, estas aumentam o ciclo, podendo nem formar cabeça. Quando ocorre ao contrário, as plantas formam cabeças pequenas ainda na sementeira.",
Couve-Flor,TERESÓPOLIS (INVERNO),117,"","[""Cauliflower Teresópolis"", ""Coliflor Teresópolis"", ""Brassica oleracea var. botrytis""]",300,5 - 10,0.20KG,"",,100 x 50,R1 Mar - Jun,R2 Fev - Mai,R3 Fev - Ago,Cabeça branco-creme.,
Couve-Flor,ROXA,127,"","[""Couliflower Violet"", ""Coliflor Violeta"", ""Brassica oleracea var. botrytis""]",300,5 - 10,0.200KG,"",,100 x 50,R1 Mar - Jun,R2 Fev - Jul,R3 Fev - Jul,Cabeça de cor roxa.,
Couve-Rabano,BRANCA,128,"","[""Kohlrabi Early White Vienne"", ""Col Rabano Viena Blanca"", ""Brassica oleracea var. gongylodes""]",325,5 - 10,1.200KG,"",,40 x 20,R1 Abr - Jul,R2 Mar - Out,R3 Todo ano,Caule globular de cor verde-clara. Indicado para plantio todo ano na região sul.,
Couve-Rabano,ROXA,129,"","[""Kohlrabi Early Purple Vienne"", ""Col Rabano Viena Púrpura"", ""Brassica oleracea var. gongylodes""]",280,5 - 10,1.500KG,"",,40 x 20,R1 Abr - Jul,R2 Mar - Out,R3 Todo ano,Caule globular de cor roxa. Indicado para plantio todo ano na região sul.,
Ervilha,TORTA DE FLOR ROXA,135,"","[""Edible Podded Pea Flat Purple Flowered"", ""Arveja Chata Flor Púrpura"", ""Pisum sativum""]",5,5 - 8,15.000KG,"",,80 x 60,R1 Mai - Jul,R2 Abr - Ago,R3 Mar - Set,"Planta de crescimento indeterminado, apresenta vagens curtas, largas e chatas.",
Ervilha,ITAPUÃ 600 (PARA DEBULHAR),136,"","[""Peas Onward"", ""Arveja Onward"", ""Pisum sativum""]",5,5 - 8,25.000KG,"",,80 x 30,R1 Mai - Jul,R2 Abr - Ago,R3 Mar - Set,"Planta de crescimento determinado, apresenta vagens retas e cilíndricas com 7 a 10 grãos em cada vagem para debulhar.",
Ervilha,TELEFONE ALTA (ALDERMAN),137,"","[""Peas Alderman (Tall Telephone)"", ""Arveja Alderman"", ""Pisum sativum""]",5,5 - 8,15.000KG,"",,80 x 60,R1 Mai - Jul,R2 Abr - Ago,R3 Mar - Set,"Planta de crescimento indeterminado, apresenta vagens cur-tas e cilíndricas com 7 a 9 grãos por vagem. Para debulhar.",
Ervilha,ITAPUÃ 601 (PARA DEBULHAR),138,"","[""Peas Falchetto"", ""Arveja Falchetto"", ""Pisum sativum""]",5,5 - 8,25.000KG,"",,80 x 30,R1 Mai - Jul,R2 Abr - Ago,R3 Mar - Set,"Planta de crescimento semi-indeterminado, apresenta vagens retas e cilíndricas com 10 grãos por vagem para debulhar.",
Espinafre,NOVA ZELÂNDIA,140,"","[""Spinach New Zeland"", ""Espinaca Nueva Zelandia"", ""Tetragonia tetragonoides""]",15,7 - 35,10.000KG,"",,50 x 40,R1 Fev - Nov,R2 Todo ano,R3 todo ano,"Plantas com folhas de cor verde, de crescimento rasteiro e de boa ramificação, de fácil rebrote. Indicado plantio todo ano na R3 e R2.",
Espinafre,DE VIROFLAY,141,"","[""Spinach Viroflay"", ""Espinaca Viroflay"", ""Spinacia oleracea""]",80,7 - 21,1.600KG,"",,50 x 30,R1 Fev - Nov,R2 Todo ano,R3 todo ano,"Planta com folhas de cor verde-escura, características do tipo roseta de fácil rebrote. Indicado plantio todo ano na R3 e R2.Planta de crescimento determinado com vagens cilíndricas ",
Fava, DE SEVILHA,145,"","[""Broad Beans Sevilha"", ""Haba de Sevilia"", ""Vicia faba""]",1,4 - 14,68.00KG,"",,60 x 30,R1 -,R2 -,R3 Fev - Mai,de cor verde.Planta de crescimento determinado com vagens cilíndricas ,
Feijão-Vagem,MACARRÃO BAIXO,152,"","[""Beans Macarrão Dwarf"", ""Poroto Macarrão Enano"", ""Phaseolus vulgaris""]",3,5 - 9,28.00KG,"",,80 x 30,R1 Fev - Nov,R2 Todo ano,R3 Ago - Fev,"de cor verde, sem fio. Sementes brancas ou pardas.",
Feijão-Vagem,MACARRÃO TREPADOR (FAVORIT.),153,"","[""Beans Macarrão Runner"", ""Poroto Macarrão Trepador"", ""Phaseolus vulgaris""]",4,5 - 9,15.00KG,"",,80 x 40,R1 Fev - Nov,R2 Todo ano,R3 Ago - Fev,"Planta de crescimento indeterminado com vagens cilíndricas de cor verde, sem fio. Semente branca.",
Feijão-Vagem,MANTEIGA BAIXO,154,"","[""Beans Cherokee Wax"", ""Poroto Manteca Enano"", ""Phaseolus vulgaris""]",3,5 - 9,28.00KG,"",,80 x 30,R1 Fev - Nov,R2 Todo ano,R3 Ago - Fev,"Planta de crescimento determinado com vagens cilíndricas de cor amarela, sem fio. Semente preta.",
Jiló,GIGANTE JAÍBA,155,"","[""Indian Eggplant Big Jaíba"", ""Jiló Gigante Jaíba"", ""Solanum gilo""]",197,6 - 14,85.00KG,"",,120 x 100,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,Indicada condução da planta tutorada.,
Jiló,TINGUÁ VERDE-CLARO,160,"","[""Indian Eggplant Light Green"", ""Solanum gilo"", ""Jiló""]",400,6 - 14,0.60KG,"",,120 x 100,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,Frutos oblongos de cor verde-clara. Indicado plantiono verão.,
,MORRO GRANDE VERDE-ESCURO,161,"","[""Indian Eggplant Dark Green Morro Grande"", ""Jiló Morro Grande Verde-Escuro"", ""Solanum gilo""]",400,6 - 14,0.60KG,"",,120 x 100,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,Frutos redondos de cor verde-escura. Indicado plantiono verão.,
Mamão,FORMOSA,158,"","[""Papaya Fruit Formosa (Pawpaw)"", ""Papaya Formosa"", ""Carica papaya""]",60,7 - 30,0.130KG,"",,300 x 300,R1 Fev - Nov,R2 Ago - Mai,R3 Ago - Mai,"Frutos ovalados de cor laranja. Transplantar 3 mudas por cova, no início da floração realizar sexagem.Produzir mudas em local protegido em períodos de frio. ",
Mamão/Papaya,GOLDEN,156,"","[""Papaya Fruit Golden (Pawpaw)"", ""Papaya Golden"", ""Carica papaya""]",60,7 - 30,0.130KG,"",,300 x 200,R1 Fev - Nov,R2 Ago - Mai,R3 Ago - Mai,"Frutos ovalados do tipo Havaí de boa uniformidade. Trans-plantar 3 mudas por cova, no início da floração realizar sexagem. Produzir mudas em local protegido em períodos de frio. ",
Mamão/Papaya,HAWAII,157,"","[""Papaya Fruit Hawaii (Pawpaw)"", ""Papaya Hawaii"", ""Carica papaya""]",60,7 - 30,0.130KG,"",,300 x 200,R1 Fev - Nov,R2 Ago - Mai,R3 Ago - Mai,"Frutos ovalados de cor laranja. Transplantar 3 mudas por cova, no início da floração realizar sexagem. Produzir mu-das em local protegido em períodos de frio. ",
Maracujá,REDONDO AMARELO,159,"","[""Passion-Fruit Round Yellow"", ""Maracuya Redondo Amarillo"", ""Passiflora edulis""]",45,7 - 28,0.1KG,"",,250 x 400,R1 Mar - Dez,R2 Ago - Mai,R3 Set - Abr,"Frutos arredondados de cor amarela. No frio, as mudas devem ser plantadas todas protegidas. Planta trepadeira necessita tutoramento. Plantas produzem bem durante 2a 3 anos. ",
Maxixe,LISO JAIBA,162,"","[""Maxixe smooth Jaiba"", ""Maxixe Suavizar Jaiba"", ""Cucumis anguri""]",125,4 - 8,0.80KG,"",,300 x 100,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Fev,Fruto oblongo e liso.,
,MAXIXE,163,"","[""Cucumber West Indian Gherk"", ""Pepino West Indian Gherk"", ""Cucumis anguria""]",125,4 - 8,0.80KG,"",,300 x 100,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Fev,"Frutos com formato cilíndrico, de cor verde-clara.Utilizado para conservas.",
Melancia Híbrida,CONQUISTA,165,"","[""Watermelon Hybrid Conquista"", ""Sandia Hibrido Conquista"", ""Citrullus lanatus""]",24,5 - 14,0.20KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Casca muito brilhosa e polpa vermelha intensa, muitocrocante. Frutos oblongos. Excelente para o transporte.",
Melancia,CRIMSON SUPER,172,"","[""Watermelon Crimson Sweet Super"", ""Sandia Crimson Sweet Super"", ""Citrullus lanatus""]",24,5 -14,0.300KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Frutos redondos ovalados cor verde-clara com listras grossas verde-escura. Saborosa com polpa interna intensa. Maior vigor das plantas com nova seleção genética, uniformidades dos fru-tos e maior tolerância à Antracnose. Excelente produtividade.",
Melancia Híbrida,RED TOWER,174,"","[""Watermelon Hybrid Red Tower"", ""Sandia Hibrida Red Tower"", ""Citrullus lanatus""]",24,5 - 14,0.200KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,Coloração interna muito intensa. Fruto oval de casca verde-clara com listras mais escuras.,
Melancia Híbrida,COMBAT,175,"","[""Watermelon Hybrid Combat"", ""Sandia Hibrido Combat"", ""Citrullus lanatus""]",24,5 - 14,0.200KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Frutos redondos, firmes, excelente coloração interna.Rama forte e vigorosa.",
Melancia Híbrida,SUPERA,176,"","[""Watermelon Hybrid Supera"", ""Sandia Hibrido Supera"", ""Citrullus lanatus""]",24,5 - 14,0.200KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Frutos gigantes, oblongos e elevado sistema radicular. Tolera solos de baixa fertilidade. Adaptada à agricultura de baixa tecnologia.",
Melancia Híbrida,RED QUALITY,177,"","[""Watermelon Hybrid Red Quality"", ""Sandia Hibrido Red Quality"", ""Citrullus lanatus""]",24,5 - 14,0.200KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Ótima uniformidade dos frutos. Fruto redondo. Ciclo médio, excelente rama e cobertura dos frutos.",
Melancia Híbrida,HONEY BALL SEM SEMENTES,166,"","[""Watermelon Hybrid Honey Ball Seedless"", ""Sandia Hibrido Honey Ball Sin Semillas"", ""Citrullus lanatus""]",14,5 - 14,0.350KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Fev,Melancia sem sementes. Fruto redondo. Frutos doces de ótimo sabor (12°brix). Boa resistência ao transporte. Não necessita de polinizador.,
Melancia Híbrida,EMPEROR CHARLESTON,164,"","[""Watermelon Hybrid Emperor Charleston"", ""Sandia Hibrida Emperor Charleston"", ""Citrullus lanatus""]",22,5 - 14,0.250KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Fev,Frutos alongados. Muito precoce. Alta porcentagem de frutos por planta.,
Melancia,CHARLESTON SUPER,171,"","[""Watermelon Charleston Gray Super"", ""Sandia Charleston Gray Super"", ""Citrullus lanatus""]",11,5 - 14,0.450KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Frutos com formato alongado de cor verde-clara com listras finas mais ecuras. Sementes pardas. Maior vigor das plantas com nova seleção genética, uniformidades dos frutos e maior tolerância à Antracnose. Excelente produtividade.",
Melancia,CHARLESTON GRAY,167,"","[""Watermelon Charleston Gray"", ""Sandia Charleston Gray"", ""Citrullus lanatus""]",11,5 - 14,0.7KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Frutos com formato alongado de cor verde-clara com listras finas mais ecuras. Sementes pardas.,
Melancia,CONGO,168,"","[""Watermelon Congo"", ""Sandia Congo"", ""Citrullus lanatus""]",11,5 - 14,0.7KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Fruto oval de cor verde-escura com listras mais escuras.Semente branca.,
Melancia,CRIMSON SWEET,169,"","[""Watermelon Crimson Sweet"", ""Sandia Crimson Sweet"", ""Citrullus lanatus""]",24,5 - 14,0.350KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Frutos redondos de cor verde-clara com listras verde mais escuras, extremamente doce. Resistente à Antracnose e à Fusarium. Semente pequena e parda.",
Melancia,FAIRFAX,170,"","[""Watermelon Fairfax"", ""Sandia Fairfax"", ""Citrullus lanatus""]",11,5 - 14,0.7KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,Frutos alongados de cor verde-clara com listras grossasverde escura. Semente branca com pontas pretas.,
Melancia,OMARU YAMATO,173,"","[""Watermelon Omaru Yamato"", ""Sandia Omaru Yamato"", ""Citrullus lanatus""]",24,5 - 14,0.350KG,"",,200 x 200,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,Frutos redondos de cor verde-clara com riscos verde-escuros. Resistente ao transporte. Semente média parda.,
Melão Híbrido,CANARIAN,178,"","[""Melon Hybrid Canarian"", ""Melon Hibrido Canarian"", ""Cucumis melo""]",32,4 - 8,0.300KG,"",,150 x 150,R1 Mar - Out,R2 Ago - Fev ,R3 Ago - Jan,"Fruto redondo, amarelo de casca lisa. Resistente aotransporte. Alto teor de açúcar. Frutificação uniforme.Boa resistência após colheita (2 meses em média).",
Melão Híbrido,FAVO AMARELO,179,"","[""Melon Hybrid Favo"", ""Melon Hibrido Favo"", ""Cucumis melo""]",30,4 - 8,0.30KG,"",,150 x 150,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,"Fruto ovalado, casca rugosa de cor amarelo-ouro. Excelente sanidade e rusticidade de rama. Ótima produção e firmeza dos frutos.",
Melão Híbrido,LOURO AMARELO,183,"","[""Melon Hybrid Louro"", ""Melon Hibrido Louro"", ""Cucumis melo""]",30,4 - 8,0.350KG,"",,150 x 150,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,"Fruto ovalado, casca lisa de cor amarelo-ouro. Excelente sanidade e rusticidade de rama. Ótima produção e quali-dade da polpa.",
Melão Híbrido,PINGO DE MEL,940,"","[""Melon Hybrid Pingo de Mel"", ""Melon Hibrido Pingo de Mel"", ""Cucumis melo""]",30,4 - 8,0.30KG,"",,150 x 150,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,"Excelente coloração interna, rendilhado muito fechado. Formato redondo.",
